AP1,AP2,X,Y
-45.0,-46.0,0.5,3.7
-45.0,-46.0,0.5,3.7
-45.0,-46.0,0.5,3.7
-45.0,-46.0,0.5,3.7
-45.0,-46.0,0.5,3.7
-45.0,-46.0,0.5,3.7
-45.0,-46.0,0.5,3.7
-45.0,-46.0,0.5,3.7
-45.0,-46.0,0.5,3.7
-45.0,-46.0,0.5,3.7
-43.0,-39.0,0.5,4.6
-43.0,-39.0,0.5,4.6
-43.0,-39.0,0.5,4.6
-43.0,-39.0,0.5,4.6
-43.0,-39.0,0.5,4.6
-43.0,-39.0,0.5,4.6
-43.0,-39.0,0.5,4.6
-43.0,-39.0,0.5,4.6
-43.0,-39.0,0.5,4.6
-43.0,-39.0,0.5,4.6
-43.0,-39.0,0.5,4.6
-43.0,-39.0,0.5,4.6
-43.0,-39.0,0.5,4.6
-43.0,-39.0,0.5,4.6
-43.0,-39.0,0.5,4.6
-43.0,-39.0,0.5,4.6
-43.0,-39.0,0.5,4.6
-43.0,-39.0,0.5,4.6
-43.0,-39.0,0.5,4.6
-43.0,-39.0,0.5,4.6
-43.0,-39.0,0.5,4.6
-43.0,-39.0,0.5,4.6
-43.0,-39.0,0.5,4.6
-43.0,-39.0,0.5,4.6
-43.0,-39.0,0.5,4.6
-43.0,-39.0,0.5,4.6
-43.0,-39.0,0.5,4.6
-43.0,-39.0,0.5,4.6
-43.0,-39.0,0.5,4.6
-43.0,-39.0,0.5,4.6
-43.0,-39.0,0.5,4.6
-43.0,-39.0,0.5,4.6
-43.0,-39.0,0.5,4.6
-43.0,-39.0,0.5,4.6
-43.0,-39.0,0.5,4.6
-43.0,-39.0,0.5,4.6
-43.0,-39.0,0.5,4.6
-43.0,-39.0,0.5,4.6
-43.0,-39.0,0.5,4.6
-43.0,-39.0,0.5,4.6
-43.0,-39.0,0.5,4.6
-43.0,-39.0,0.5,6.4
-43.0,-39.0,0.5,6.4
-43.0,-39.0,0.5,6.4
-43.0,-39.0,0.5,6.4
-43.0,-39.0,0.5,6.4
-43.0,-39.0,0.5,6.4
-43.0,-39.0,0.5,6.4
-43.0,-39.0,0.5,6.4
-43.0,-39.0,0.5,6.4
-43.0,-39.0,0.5,6.4
-43.0,-39.0,0.5,6.4
-43.0,-39.0,0.5,6.4
-43.0,-39.0,0.5,6.4
-43.0,-39.0,0.5,6.4
-43.0,-39.0,0.5,6.4
-43.0,-39.0,0.5,6.4
-43.0,-39.0,0.5,6.4
-43.0,-39.0,0.5,6.4
-43.0,-39.0,0.5,6.4
-43.0,-39.0,0.5,6.4
-43.0,-39.0,0.5,6.4
-43.0,-39.0,0.5,6.4
-43.0,-39.0,0.5,6.4
-43.0,-39.0,0.5,6.4
-43.0,-39.0,0.5,6.4
-43.0,-39.0,0.5,6.4
-43.0,-39.0,0.5,6.4
-43.0,-39.0,0.5,6.4
-43.0,-39.0,0.5,6.4
-43.0,-39.0,0.5,6.4
-43.0,-39.0,0.5,6.4
-43.0,-39.0,0.5,6.4
-43.0,-39.0,0.5,6.4
-43.0,-39.0,0.5,6.4
-43.0,-39.0,0.5,6.4
-43.0,-39.0,0.5,6.4
-43.0,-39.0,0.5,6.4
-43.0,-39.0,0.5,6.4
-43.0,-39.0,0.5,6.4
-43.0,-39.0,0.5,6.4
-43.0,-39.0,0.5,6.4
-43.0,-37.0,0.5,7.3
-43.0,-37.0,0.5,7.3
-43.0,-37.0,0.5,7.3
-43.0,-37.0,0.5,7.3
-43.0,-37.0,0.5,7.3
-43.0,-37.0,0.5,7.3
-43.0,-37.0,0.5,7.3
-43.0,-37.0,0.5,7.3
-43.0,-37.0,0.5,7.3
-43.0,-37.0,0.5,7.3
-43.0,-37.0,0.5,7.3
-43.0,-37.0,0.5,7.3
-43.0,-37.0,0.5,7.3
-43.0,-37.0,0.5,7.3
-43.0,-37.0,0.5,7.3
-43.0,-37.0,0.5,7.3
-43.0,-37.0,0.5,7.3
-43.0,-37.0,0.5,7.3
-43.0,-37.0,0.5,7.3
-43.0,-37.0,0.5,7.3
-43.0,-37.0,0.5,7.3
-43.0,-37.0,0.5,7.3
-43.0,-37.0,0.5,7.3
-43.0,-37.0,0.5,7.3
-43.0,-37.0,0.5,7.3
-43.0,-37.0,0.5,7.3
-43.0,-37.0,0.5,7.3
-43.0,-37.0,0.5,7.3
-43.0,-37.0,0.5,7.3
-43.0,-37.0,0.5,7.3
-43.0,-37.0,0.5,7.3
-43.0,-37.0,0.5,7.3
-43.0,-37.0,0.5,7.3
-43.0,-37.0,0.5,7.3
-43.0,-37.0,0.5,7.3
-43.0,-37.0,0.5,7.3
-43.0,-37.0,0.5,7.3
-43.0,-37.0,0.5,7.3
-43.0,-37.0,0.5,7.3
-43.0,-37.0,0.5,7.3
-43.0,-37.0,0.5,7.3
-43.0,-37.0,0.5,8.2
-43.0,-37.0,0.5,8.2
-43.0,-37.0,0.5,8.2
-50.0,-27.0,0.5,8.2
-44.0,-26.0,0.5,8.2
-45.0,-27.0,0.5,8.2
-44.0,-27.0,0.5,8.2
-44.0,-27.0,0.5,8.2
-44.0,-27.0,0.5,8.2
-44.0,-27.0,0.5,8.2
-44.0,-27.0,0.5,8.2
-44.0,-27.0,0.5,8.2
-44.0,-27.0,0.5,8.2
-44.0,-27.0,0.5,8.2
-44.0,-27.0,0.5,8.2
-44.0,-27.0,0.5,8.2
-44.0,-27.0,0.5,8.2
-44.0,-27.0,0.5,8.2
-44.0,-27.0,0.5,8.2
-44.0,-27.0,0.5,8.2
-44.0,-27.0,0.5,8.2
-44.0,-27.0,0.5,8.2
-44.0,-27.0,0.5,8.2
-44.0,-27.0,0.5,8.2
-44.0,-27.0,0.5,8.2
-44.0,-27.0,0.5,8.2
-44.0,-27.0,0.5,8.2
-44.0,-27.0,0.5,8.2
-44.0,-27.0,0.5,8.2
-44.0,-27.0,0.5,8.2
-44.0,-27.0,0.5,8.2
-44.0,-27.0,0.5,8.2
-44.0,-27.0,0.5,8.2
-44.0,-27.0,0.5,8.2
-44.0,-27.0,0.5,8.2
-44.0,-27.0,0.5,8.2
-44.0,-27.0,0.5,8.2
-44.0,-27.0,0.5,8.2
-44.0,-27.0,0.5,8.2
-44.0,-27.0,0.5,8.2
-44.0,-27.0,0.5,8.2
-44.0,-27.0,0.5,9.1
-44.0,-27.0,0.5,9.1
-44.0,-27.0,0.5,9.1
-44.0,-27.0,0.5,9.1
-44.0,-27.0,0.5,9.1
-44.0,-27.0,0.5,9.1
-44.0,-27.0,0.5,9.1
-44.0,-27.0,0.5,9.1
-44.0,-27.0,0.5,9.1
-44.0,-27.0,0.5,9.1
-44.0,-27.0,0.5,9.1
-44.0,-27.0,0.5,9.1
-44.0,-27.0,0.5,9.1
-44.0,-27.0,0.5,9.1
-44.0,-27.0,0.5,9.1
-44.0,-27.0,0.5,9.1
-44.0,-27.0,0.5,9.1
-44.0,-27.0,0.5,9.1
-44.0,-27.0,0.5,9.1
-44.0,-27.0,0.5,9.1
-44.0,-27.0,0.5,9.1
-44.0,-27.0,0.5,9.1
-44.0,-27.0,0.5,9.1
-44.0,-27.0,0.5,9.1
-44.0,-27.0,0.5,9.1
-44.0,-27.0,0.5,9.1
-44.0,-27.0,0.5,9.1
-44.0,-27.0,0.5,9.1
-44.0,-27.0,0.5,9.1
-44.0,-27.0,0.5,9.1
-44.0,-27.0,0.5,9.1
-44.0,-27.0,0.5,9.1
-44.0,-27.0,0.5,9.1
-44.0,-27.0,0.5,9.1
-44.0,-27.0,0.5,9.1
-44.0,-27.0,0.5,9.1
-44.0,-27.0,0.5,9.1
-44.0,-27.0,0.5,9.1
-44.0,-27.0,0.5,9.1
-44.0,-27.0,0.5,9.1
-44.0,-27.0,0.5,9.1
-30.0,-42.0,1.0,1.9
-30.0,-42.0,1.0,1.9
-30.0,-42.0,1.0,1.9
-30.0,-42.0,1.0,1.9
-30.0,-42.0,1.0,1.9
-30.0,-42.0,1.0,1.9
-30.0,-42.0,1.0,1.9
-30.0,-42.0,1.0,1.9
-30.0,-42.0,1.0,1.9
-30.0,-42.0,1.0,1.9
-30.0,-42.0,1.0,1.9
-30.0,-42.0,1.0,1.9
-30.0,-42.0,1.0,1.9
-30.0,-42.0,1.0,1.9
-30.0,-42.0,1.0,1.9
-30.0,-42.0,1.0,1.9
-30.0,-42.0,1.0,1.9
-30.0,-42.0,1.0,1.9
-30.0,-42.0,1.0,1.9
-30.0,-42.0,1.0,1.9
-30.0,-42.0,1.0,1.9
-30.0,-42.0,1.0,1.9
-30.0,-42.0,1.0,1.9
-30.0,-42.0,1.0,1.9
-30.0,-42.0,1.0,1.9
-30.0,-42.0,1.0,1.9
-30.0,-42.0,1.0,1.9
-30.0,-42.0,1.0,1.9
-30.0,-42.0,1.0,1.9
-30.0,-42.0,1.0,1.9
-30.0,-42.0,1.0,1.9
-30.0,-42.0,1.0,1.9
-30.0,-42.0,1.0,1.9
-30.0,-42.0,1.0,1.9
-30.0,-42.0,1.0,1.9
-30.0,-42.0,1.0,1.9
-30.0,-42.0,1.0,1.9
-31.0,-43.0,1.0,1.9
-31.0,-43.0,1.0,1.9
-31.0,-43.0,1.0,1.9
-31.0,-43.0,1.0,1.9
-31.0,-43.0,1.0,2.8
-31.0,-43.0,1.0,2.8
-31.0,-43.0,1.0,2.8
-31.0,-43.0,1.0,2.8
-31.0,-43.0,1.0,2.8
-31.0,-43.0,1.0,2.8
-31.0,-43.0,1.0,2.8
-31.0,-43.0,1.0,2.8
-31.0,-43.0,1.0,2.8
-31.0,-43.0,1.0,2.8
-31.0,-43.0,1.0,2.8
-31.0,-43.0,1.0,2.8
-31.0,-43.0,1.0,2.8
-31.0,-43.0,1.0,2.8
-31.0,-43.0,1.0,2.8
-31.0,-43.0,1.0,2.8
-31.0,-43.0,1.0,2.8
-31.0,-43.0,1.0,2.8
-31.0,-43.0,1.0,2.8
-31.0,-43.0,1.0,2.8
-31.0,-43.0,1.0,2.8
-31.0,-43.0,1.0,2.8
-31.0,-43.0,1.0,2.8
-31.0,-43.0,1.0,2.8
-31.0,-43.0,1.0,2.8
-31.0,-43.0,1.0,2.8
-31.0,-43.0,1.0,2.8
-31.0,-43.0,1.0,2.8
-31.0,-43.0,1.0,2.8
-31.0,-43.0,1.0,2.8
-31.0,-43.0,1.0,2.8
-31.0,-43.0,1.0,2.8
-31.0,-43.0,1.0,2.8
-31.0,-43.0,1.0,2.8
-31.0,-43.0,1.0,2.8
-31.0,-43.0,1.0,2.8
-31.0,-43.0,1.0,2.8
-37.0,-38.0,1.0,2.8
-33.0,-43.0,1.0,2.8
-36.0,-39.0,1.0,2.8
-36.0,-39.0,1.0,2.8
-36.0,-39.0,1.0,3.7
-36.0,-39.0,1.0,3.7
-36.0,-39.0,1.0,3.7
-36.0,-39.0,1.0,3.7
-36.0,-39.0,1.0,3.7
-36.0,-39.0,1.0,3.7
-36.0,-39.0,1.0,3.7
-36.0,-39.0,1.0,3.7
-36.0,-39.0,1.0,3.7
-36.0,-39.0,1.0,3.7
-36.0,-39.0,1.0,3.7
-36.0,-39.0,1.0,3.7
-36.0,-39.0,1.0,3.7
-36.0,-39.0,1.0,3.7
-36.0,-39.0,1.0,3.7
-36.0,-39.0,1.0,3.7
-51.0,-45.0,1.0,3.7
-51.0,-45.0,1.0,3.7
-51.0,-45.0,1.0,3.7
